pic_id,pred,,,,
pic_2023131702,0.906982 ,,,,
pic_2023132488,0.892713 ,,,,
pic_2023157756,0.886274 ,,,,
pic_2023208468,0.839437 ,,,,
pic_2023210481,0.356269 ,,,,
pic_2023241639,0.015637 ,,,,
pic_2023259019,0.793837 ,,,,
pic_2023269503,0.643084 ,,,,
pic_2023310687,0.000487 ,,,,
pic_2023313674,0.017887 ,,,,
pic_2023337083,0.015847 ,,,,
pic_2023338081,0.778829 ,,,,
pic_2023376299,0.961715 ,,,,
pic_2023390634,0.009111 ,,,,
pic_2023393078,0.015920 ,,,,
pic_2023411565,0.041254 ,,,,
pic_2023417901,0.010365 ,,,,
pic_2023420383,0.567228 ,,,,
pic_2023440452,0.692146 ,,,,
pic_2023464707,0.903306 ,,,,
pic_2023496667,0.314142 ,,,,
pic_2023515202,0.004379 ,,,,
pic_2023524433,0.009522 ,,,,
pic_2023528959,0.404391 ,,,,
pic_2023547865,0.274198 ,,,,
pic_2023575257,0.468128 ,,,,
pic_2023582727,0.727112 ,,,,
pic_2023607873,0.172470 ,,,,
pic_2023639101,0.991352 ,,,,
pic_2023644088,0.000196 ,,,,
pic_2023654250,0.264874 ,,,,
pic_2023655557,0.456607 ,,,,
pic_2023663826,0.294720 ,,,,
pic_2023690073,0.852986 ,,,,
pic_2023702153,0.525579 ,,,,
pic_2023704419,0.007522 ,,,,
pic_2023786320,0.375576 ,,,,
pic_2023801224,0.797995 ,,,,
pic_2023811118,0.702302 ,,,,
pic_2023835565,0.102207 ,,,,
pic_2023847119,0.819562 ,,,,
pic_2023862675,0.822808 ,,,,
pic_2023872564,0.882684 ,,,,
pic_2023929573,0.782001 ,,,,
pic_2023945866,0.007086 ,,,,
pic_2023947338,0.626267 ,,,,
pic_2023962095,0.256706 ,,,,
pic_2023974028,0.001716 ,,,,
pic_2023978758,0.157745 ,,,,
pic_2023994950,0.798268 ,,,,
pic_2023998622,0.975648 ,,,,
pic_2024051122,0.248108 ,,,,
pic_2024073509,0.574232 ,,,,
pic_2024090201,0.978214 ,,,,
pic_2024116619,0.209322 ,,,,
pic_2024132584,0.008647 ,,,,
pic_2024176871,0.299895 ,,,,
pic_2024179449,0.005021 ,,,,
pic_2024181244,0.020350 ,,,,
pic_2024203529,0.008048 ,,,,
pic_2024212096,0.959838 ,,,,
pic_2024213661,0.159694 ,,,,
pic_2024257488,0.997803 ,,,,
pic_2024266545,0.036309 ,,,,
pic_2024291214,0.921359 ,,,,
pic_2024295696,0.627940 ,,,,
pic_2024306172,0.000985 ,,,,
pic_2024316231,0.882885 ,,,,
pic_2024371688,0.001188 ,,,,
pic_2024379960,0.969045 ,,,,
pic_2024403394,0.000573 ,,,,
pic_2024409491,0.320789 ,,,,
pic_2024425473,0.569495 ,,,,
pic_2024435989,0.002879 ,,,,
pic_2024457370,0.984363 ,,,,
pic_2024513911,0.993530 ,,,,
pic_2024525209,0.009268 ,,,,
pic_2024545204,0.005134 ,,,,
pic_2024581819,0.006619 ,,,,
pic_2024584430,0.002638 ,,,,
pic_2024591403,0.267894 ,,,,
pic_2024613169,0.559785 ,,,,
pic_2024670978,0.445244 ,,,,
pic_2024701428,0.695825 ,,,,
pic_2024732294,0.822968 ,,,,
pic_2024803067,0.351047 ,,,,
pic_2024812897,0.387629 ,,,,
pic_2024816797,0.833658 ,,,,
pic_2024817957,0.101524 ,,,,
pic_2024822792,0.091352 ,,,,
pic_2024837754,0.677007 ,,,,
pic_2024852172,0.590734 ,,,,
pic_2024938212,0.734004 ,,,,
pic_2024941150,0.005585 ,,,,
pic_2024949485,0.034745 ,,,,
pic_2024954598,0.830676 ,,,,
pic_2024972106,0.353559 ,,,,
pic_2024978859,0.032046 ,,,,
pic_2024993126,0.159961 ,,,,
pic_2025010968,0.492430 ,,,,
pic_2025090837,0.310139 ,,,,
pic_2025100308,0.213197 ,,,,
pic_2025113531,0.453028 ,,,,
pic_2025122347,0.023246 ,,,,
pic_2025135006,0.262658 ,,,,
pic_2025154002,0.093692 ,,,,
pic_2025163935,0.239319 ,,,,
pic_2025166821,0.539300 ,,,,
pic_2025184664,0.106292 ,,,,
pic_2025189400,0.742721 ,,,,
pic_2025219608,0.813572 ,,,,
pic_2025231824,0.017511 ,,,,
pic_2025232325,0.571070 ,,,,
pic_2025240986,0.639948 ,,,,
pic_2025246069,0.263071 ,,,,
pic_2025276307,0.000776 ,,,,
pic_2025278254,0.278477 ,,,,
pic_2025308600,0.779101 ,,,,
pic_2025343391,0.826938 ,,,,
pic_2025372745,0.029023 ,,,,
pic_2025380880,0.612996 ,,,,
pic_2025453149,0.351763 ,,,,
pic_2025463549,0.000744 ,,,,
pic_2025472667,0.334468 ,,,,
pic_2025498032,0.002042 ,,,,
pic_2025527416,0.000305 ,,,,
pic_2025552960,0.557538 ,,,,
pic_2025561270,0.470872 ,,,,
pic_2025571730,0.600453 ,,,,
pic_2025614295,0.000597 ,,,,
pic_2025659179,0.369523 ,,,,
pic_2025659482,0.024811 ,,,,
pic_2025706130,0.005854 ,,,,
pic_2025707390,0.890434 ,,,,
pic_2025712665,0.474108 ,,,,
pic_2025729236,0.869815 ,,,,
pic_2025736695,0.615880 ,,,,
pic_2025788782,0.495143 ,,,,
pic_2025795842,0.389998 ,,,,
pic_2025842727,0.649941 ,,,,
pic_2025843438,0.126126 ,,,,
pic_2025861356,0.626630 ,,,,
pic_2025864211,0.298077 ,,,,
pic_2025907833,0.188852 ,,,,
pic_2025923778,0.723044 ,,,,
pic_2025926888,0.019306 ,,,,
pic_2025929462,0.920962 ,,,,
pic_2025942117,0.842611 ,,,,
pic_2025943219,0.002901 ,,,,
pic_2025970078,0.978717 ,,,,
pic_2025971918,0.003129 ,,,,
pic_2025983651,0.445071 ,,,,
pic_2025986013,0.426576 ,,,,
pic_2026016147,0.226077 ,,,,
pic_2026032486,0.959395 ,,,,
pic_2026056697,0.545332 ,,,,
pic_2026059307,0.418048 ,,,,
pic_2026066295,0.002763 ,,,,
pic_2026069111,0.698135 ,,,,
pic_2026077863,0.596360 ,,,,
pic_2026079368,0.271738 ,,,,
pic_2026101641,0.013712 ,,,,
pic_2026102281,0.983590 ,,,,
pic_2026153491,0.223022 ,,,,
pic_2026174317,0.024501 ,,,,
pic_2026180002,0.000646 ,,,,
pic_2026180280,0.099411 ,,,,
pic_2026182095,0.352932 ,,,,
pic_2026225955,0.243557 ,,,,
pic_2026251632,0.029455 ,,,,
pic_2026269566,0.818101 ,,,,
pic_2026272754,0.483895 ,,,,
pic_2026318901,0.281387 ,,,,
pic_2026343821,0.044566 ,,,,
pic_2026357668,0.003700 ,,,,
pic_2026363701,0.014432 ,,,,
pic_2026395218,0.040363 ,,,,
pic_2026427125,0.140291 ,,,,
pic_2026435780,0.607232 ,,,,
pic_2026482348,0.262472 ,,,,
pic_2026499338,0.486037 ,,,,
pic_2026500937,0.001111 ,,,,
pic_2026503223,0.021213 ,,,,
pic_2026506730,0.356776 ,,,,
pic_2026513148,0.046863 ,,,,
pic_2026565643,0.813912 ,,,,
pic_2026577877,0.743384 ,,,,
pic_2026584387,0.223416 ,,,,
pic_2026599469,0.038887 ,,,,
pic_2026656327,0.559912 ,,,,
pic_2026666993,0.064139 ,,,,
pic_2026714298,0.422707 ,,,,
pic_2026725113,0.907462 ,,,,
pic_2026777129,0.032048 ,,,,
pic_2026789503,0.006714 ,,,,
pic_2026812481,0.003433 ,,,,
pic_2026814095,0.914153 ,,,,
pic_2026829126,0.003107 ,,,,
pic_2026853278,0.879121 ,,,,
pic_2026871559,0.903850 ,,,,
pic_2026899803,0.564095 ,,,,
pic_2026916317,0.371044 ,,,,
pic_2026945036,0.020503 ,,,,
pic_2026969698,0.023795 ,,,,
pic_2026973332,0.220095 ,,,,
pic_2026977084,0.000879 ,,,,
pic_2026994846,0.255642 ,,,,
pic_2027002779,0.744355 ,,,,
pic_2027017337,0.163810 ,,,,
pic_2027057343,0.324425 ,,,,
pic_2027065041,0.855625 ,,,,
pic_2027073615,0.082756 ,,,,
pic_2027089426,0.247066 ,,,,
pic_2027094646,0.808829 ,,,,
pic_2027106914,0.001847 ,,,,
pic_2027108273,0.932597 ,,,,
pic_2027121470,0.000309 ,,,,
pic_2027122341,0.098083 ,,,,
pic_2027127864,0.115496 ,,,,
pic_2027138481,0.337885 ,,,,
pic_2027139955,0.176954 ,,,,
pic_2027199750,0.056922 ,,,,
pic_2027207087,0.490517 ,,,,
pic_2027219940,0.121675 ,,,,
pic_2027231387,0.000573 ,,,,
pic_2027255892,0.014284 ,,,,
pic_2027260728,0.499505 ,,,,
pic_2027264501,0.004519 ,,,,
pic_2027267568,0.801432 ,,,,
pic_2027316533,0.044755 ,,,,
pic_2027319571,0.536337 ,,,,
pic_2027320909,0.895925 ,,,,
pic_2027359849,0.960433 ,,,,
pic_2027360252,0.402072 ,,,,
pic_2027394819,0.268738 ,,,,
pic_2027402821,0.666109 ,,,,
pic_2027404645,0.214212 ,,,,
pic_2027447066,0.981168 ,,,,
pic_2027449396,0.966473 ,,,,
pic_2027480298,0.719395 ,,,,
pic_2027481918,0.380026 ,,,,
pic_2027484329,0.315047 ,,,,
pic_2027502189,0.323866 ,,,,
pic_2027506429,0.406181 ,,,,
pic_2027529405,0.000205 ,,,,
pic_2027584488,0.766166 ,,,,
pic_2027585392,0.989708 ,,,,
pic_2027620828,0.057599 ,,,,
pic_2027622943,0.172994 ,,,,
pic_2027661061,0.332909 ,,,,
pic_2027687794,0.865895 ,,,,
pic_2027703954,0.085176 ,,,,
pic_2027710814,0.502689 ,,,,
pic_2027719725,0.055293 ,,,,
pic_2027721135,0.394233 ,,,,
pic_2027723492,0.405341 ,,,,
pic_2027758560,0.865334 ,,,,
pic_2027808082,0.821912 ,,,,
pic_2027812408,0.679087 ,,,,
pic_2027815796,0.125948 ,,,,
pic_2027819553,0.992554 ,,,,
pic_2027821631,0.572096 ,,,,
pic_2027835528,0.832955 ,,,,
pic_2027847221,0.319603 ,,,,
pic_2027848430,0.898053 ,,,,
pic_2027862197,0.591421 ,,,,
pic_2027865239,0.672899 ,,,,
pic_2027877434,0.245237 ,,,,
pic_2027877753,0.003373 ,,,,
pic_2027884783,0.331866 ,,,,
pic_2027936413,0.948010 ,,,,
pic_2027948795,0.600193 ,,,,
pic_2027965341,0.277478 ,,,,
pic_2027984604,0.625348 ,,,,
pic_2028007632,0.496403 ,,,,
pic_2028025076,0.372881 ,,,,
pic_2028059241,0.914243 ,,,,
pic_2028065447,0.018396 ,,,,
pic_2028068930,0.057693 ,,,,
pic_2028070013,0.749029 ,,,,
pic_2028081378,0.315517 ,,,,
pic_2028103810,0.421828 ,,,,
pic_2028123122,0.359627 ,,,,
pic_2028132955,0.998845 ,,,,
pic_2028134664,0.024441 ,,,,
pic_2028149108,0.349038 ,,,,
pic_2028171445,0.014718 ,,,,
pic_2028178056,0.861626 ,,,,
pic_2028191192,0.840217 ,,,,
pic_2028191888,0.286023 ,,,,
pic_2028199005,0.416971 ,,,,
pic_2028208189,0.042904 ,,,,
pic_2028223189,0.684744 ,,,,
pic_2028289255,0.019616 ,,,,
pic_2028310224,0.866562 ,,,,
pic_2028317583,0.169247 ,,,,
pic_2028322490,0.598070 ,,,,
pic_2028331366,0.083098 ,,,,
pic_2028355261,0.682913 ,,,,
pic_2028369972,0.000281 ,,,,
pic_2028373919,0.838002 ,,,,
pic_2028374622,0.371470 ,,,,
pic_2028403904,0.001792 ,,,,
pic_2028410384,0.056044 ,,,,
pic_2028436368,0.761603 ,,,,
pic_2028440364,0.717375 ,,,,
pic_2028449893,0.908032 ,,,,
pic_2028452788,0.001016 ,,,,
pic_2028478710,0.457967 ,,,,
pic_2028493837,0.301067 ,,,,
pic_2028494976,0.015311 ,,,,
pic_2028501045,0.072565 ,,,,
pic_2028526728,0.063930 ,,,,
pic_2028538733,0.219441 ,,,,
pic_2028584354,0.067581 ,,,,
pic_2028611853,0.615747 ,,,,
pic_2028617255,0.000387 ,,,,
pic_2028642197,0.921027 ,,,,
pic_2028646638,0.006213 ,,,,
pic_2028648186,0.079711 ,,,,
pic_2028648561,0.866841 ,,,,
pic_2028648941,0.668443 ,,,,
pic_2028694041,0.784559 ,,,,
pic_2028739159,0.790246 ,,,,
pic_2028770016,0.924266 ,,,,
pic_2028771831,0.002644 ,,,,
pic_2028788338,0.284500 ,,,,
pic_2028864239,0.043454 ,,,,
pic_2028870816,0.004018 ,,,,
pic_2028877193,0.944229 ,,,,
pic_2028904402,0.736460 ,,,,
pic_2028911405,0.301785 ,,,,
pic_2028922016,0.730317 ,,,,
pic_2028963569,0.020379 ,,,,
pic_2028974931,0.225708 ,,,,
pic_2028981879,0.448854 ,,,,
pic_2028982325,0.094891 ,,,,
pic_2028984278,0.613906 ,,,,
pic_2028990061,0.977163 ,,,,
pic_2028991297,0.875256 ,,,,
pic_2029070071,0.653032 ,,,,
pic_2029103661,0.793633 ,,,,
pic_2029137009,0.445173 ,,,,
pic_2029139785,0.812437 ,,,,
pic_2029157776,0.001130 ,,,,
pic_2029160783,0.903438 ,,,,
pic_2029200165,0.267898 ,,,,
pic_2029210498,0.281484 ,,,,
pic_2029212974,0.876029 ,,,,
pic_2029223219,0.746647 ,,,,
pic_2029226585,0.033733 ,,,,
pic_2029236508,0.209629 ,,,,
pic_2029252127,0.181145 ,,,,
pic_2029270634,0.276390 ,,,,
pic_2029275181,0.899171 ,,,,
pic_2029284989,0.932414 ,,,,
pic_2029286111,0.881781 ,,,,
pic_2029293404,0.012928 ,,,,
pic_2029314649,0.558324 ,,,,
pic_2029345219,0.935700 ,,,,
pic_2029361058,0.057219 ,,,,
pic_2029365247,0.939416 ,,,,
pic_2029373789,0.921174 ,,,,
pic_2029375812,0.807083 ,,,,
pic_2029431619,0.240774 ,,,,
pic_2029433102,0.098682 ,,,,
pic_2029455206,0.421841 ,,,,
pic_2029465108,0.950795 ,,,,
pic_2029480993,0.696925 ,,,,
pic_2029488801,0.341671 ,,,,
pic_2029508980,0.437528 ,,,,
pic_2029542226,0.119304 ,,,,
pic_2029549322,0.216040 ,,,,
pic_2029557602,0.004996 ,,,,
pic_2029559350,0.133913 ,,,,
pic_2029563203,0.011270 ,,,,
pic_2029569454,0.299590 ,,,,
pic_2029578975,0.057622 ,,,,
pic_2029586085,0.000375 ,,,,
pic_2029588514,0.959532 ,,,,
pic_2029594808,0.261120 ,,,,
pic_2029598365,0.712686 ,,,,
pic_2029626499,0.189049 ,,,,
pic_2029643723,0.979623 ,,,,
pic_2029647033,0.022251 ,,,,
pic_2029648726,0.999130 ,,,,
pic_2029654841,0.878318 ,,,,
pic_2029668647,0.387784 ,,,,
pic_2029669868,0.662941 ,,,,
pic_2029681618,0.020778 ,,,,
pic_2029683900,0.819120 ,,,,
pic_2029691202,0.007375 ,,,,
pic_2029719039,0.343381 ,,,,
pic_2029735388,0.845889 ,,,,
pic_2029738331,0.035679 ,,,,
pic_2029755387,0.004239 ,,,,
pic_2029764323,0.187745 ,,,,
pic_2029775914,0.529275 ,,,,
pic_2029802300,0.823854 ,,,,
pic_2029828015,0.162501 ,,,,
pic_2029843103,0.778270 ,,,,
pic_2029853694,0.003775 ,,,,
pic_2029866828,0.080977 ,,,,
pic_2029867723,0.388908 ,,,,
pic_2029869529,0.496551 ,,,,
pic_2029874611,0.705430 ,,,,
pic_2029893877,0.157904 ,,,,
pic_2029905048,0.536159 ,,,,
pic_2029951440,0.752336 ,,,,
pic_2029964027,0.034680 ,,,,
pic_2029975731,0.009963 ,,,,
pic_2029987491,0.996806 ,,,,
pic_2029995928,0.945814 ,,,,
pic_2030001304,0.003245 ,,,,
pic_2030088279,0.200266 ,,,,
pic_2030108214,0.305286 ,,,,
pic_2030142542,0.076226 ,,,,
pic_2030146457,0.734362 ,,,,
pic_2030147680,0.620539 ,,,,
pic_2030154063,0.075574 ,,,,
pic_2030220054,0.003646 ,,,,
pic_2030229729,0.550632 ,,,,
pic_2030258564,0.102357 ,,,,
pic_2030258764,0.000395 ,,,,
pic_2030265663,0.082193 ,,,,
pic_2030270942,0.266927 ,,,,
pic_2030275460,0.049093 ,,,,
pic_2030279032,0.000209 ,,,,
pic_2030286150,0.169635 ,,,,
pic_2030288892,0.001534 ,,,,
pic_2030302192,0.037081 ,,,,
pic_2030302993,0.995111 ,,,,
pic_2030307990,0.051824 ,,,,
pic_2030309539,0.000379 ,,,,
pic_2030333793,0.394059 ,,,,
pic_2030333848,0.587157 ,,,,
pic_2030339350,0.002123 ,,,,
pic_2030395969,0.019956 ,,,,
pic_2030400895,0.101981 ,,,,
pic_2030410702,0.002395 ,,,,
pic_2030515144,0.090892 ,,,,
pic_2030516952,0.071499 ,,,,
pic_2030526941,0.609969 ,,,,
pic_2030530146,0.158991 ,,,,
pic_2030540799,0.772046 ,,,,
pic_2030567342,0.948816 ,,,,
pic_2030567350,0.519499 ,,,,
pic_2030578414,0.729048 ,,,,
pic_2030597916,0.528824 ,,,,
pic_2030640117,0.865521 ,,,,
pic_2030646071,0.980263 ,,,,
pic_2030646609,0.022243 ,,,,
pic_2030648233,0.039947 ,,,,
pic_2030654873,0.035286 ,,,,
pic_2030663138,0.592242 ,,,,
pic_2030677721,0.011400 ,,,,
pic_2030683091,0.415808 ,,,,
pic_2030685046,0.521839 ,,,,
pic_2030694069,0.367810 ,,,,
pic_2030710217,0.982568 ,,,,
pic_2030715391,0.858041 ,,,,
pic_2030717540,0.045067 ,,,,
pic_2030722279,0.066490 ,,,,
pic_2030750725,0.992182 ,,,,
pic_2030762951,0.184596 ,,,,
pic_2030770691,0.001189 ,,,,
pic_2030777315,0.775895 ,,,,
pic_2030781884,0.916139 ,,,,
pic_2030787538,0.456120 ,,,,
pic_2030820648,0.823787 ,,,,
pic_2030860454,0.845599 ,,,,
pic_2030874728,0.005691 ,,,,
pic_2030883426,0.288509 ,,,,
pic_2030929089,0.659394 ,,,,
pic_2030950168,0.612595 ,,,,
pic_2030968465,0.056964 ,,,,
pic_2030976416,0.493592 ,,,,
pic_2030990302,0.001743 ,,,,
pic_2031007844,0.071818 ,,,,
pic_2031009716,0.019765 ,,,,
pic_2031010366,0.682909 ,,,,
pic_2031035203,0.026046 ,,,,
pic_2031067790,0.507568 ,,,,
pic_2031078877,0.200624 ,,,,
pic_2031099246,0.117182 ,,,,
pic_2031106325,0.982319 ,,,,
pic_2031110234,0.022778 ,,,,
pic_2031113810,0.000344 ,,,,
pic_2031116528,0.442302 ,,,,
pic_2031149900,0.003314 ,,,,
pic_2031154966,0.003073 ,,,,
pic_2031157790,0.592380 ,,,,
pic_2031161314,0.943249 ,,,,
pic_2031180000,0.923119 ,,,,
pic_2031198569,0.526514 ,,,,
pic_2031207356,0.811343 ,,,,
pic_2031210924,0.031996 ,,,,
pic_2031247491,0.447356 ,,,,
pic_2031253026,0.153642 ,,,,
pic_2031265952,0.889786 ,,,,
pic_2031266279,0.228030 ,,,,
pic_2031272203,0.168199 ,,,,
pic_2031311464,0.975384 ,,,,
pic_2031317236,0.679294 ,,,,
pic_2031344952,0.808104 ,,,,
pic_2031369495,0.209765 ,,,,
pic_2031370555,0.757712 ,,,,
pic_2031391744,0.005268 ,,,,
pic_2031419150,0.032343 ,,,,
pic_2031424229,0.076974 ,,,,
pic_2031428721,0.353538 ,,,,
pic_2031453950,0.033554 ,,,,
pic_2031478247,0.720229 ,,,,
pic_2031492691,0.033248 ,,,,
pic_2031503449,0.944453 ,,,,
pic_2031523903,0.415098 ,,,,
pic_2031524195,0.102819 ,,,,
pic_2031528789,0.993358 ,,,,
pic_2031562615,0.026020 ,,,,
pic_2031567308,0.956286 ,,,,
pic_2031571844,0.864142 ,,,,
pic_2031578212,0.797692 ,,,,
pic_2031587178,0.323867 ,,,,
pic_2031598939,0.076613 ,,,,
pic_2031612791,0.000050 ,,,,
pic_2031623280,0.837699 ,,,,
pic_2031633899,0.683567 ,,,,
pic_2031662791,0.139129 ,,,,
pic_2031666060,0.240627 ,,,,
pic_2031678010,0.243963 ,,,,
pic_2031710705,0.727444 ,,,,
pic_2031737245,0.026996 ,,,,
pic_2031774638,0.082653 ,,,,
pic_2031836167,0.297102 ,,,,
pic_2031837161,0.462534 ,,,,
pic_2031846919,0.928349 ,,,,
pic_2031853224,0.006898 ,,,,
pic_2031863414,0.926318 ,,,,
pic_2031872123,0.069126 ,,,,
pic_2031885925,0.348904 ,,,,
pic_2031929501,0.820966 ,,,,
pic_2031932253,0.108558 ,,,,
pic_2031986417,0.395312 ,,,,
pic_2032008853,0.582327 ,,,,
pic_2032012241,0.392771 ,,,,
pic_2032033410,0.416908 ,,,,
pic_2032051886,0.675779 ,,,,
pic_2032081916,0.629343 ,,,,
pic_2032086979,0.106074 ,,,,
pic_2032088182,0.077052 ,,,,
pic_2032095731,0.017962 ,,,,
pic_2032129616,0.984083 ,,,,
pic_2032163456,0.501356 ,,,,
pic_2032204210,0.002370 ,,,,
pic_2032259195,0.873080 ,,,,
pic_2032273583,0.411023 ,,,,
pic_2032282463,0.840638 ,,,,
pic_2032319782,0.933406 ,,,,
pic_2032339070,0.084932 ,,,,
pic_2032384794,0.662423 ,,,,
pic_2032398155,0.013719 ,,,,
pic_2032411049,0.941651 ,,,,
pic_2032467186,0.402641 ,,,,
pic_2032475469,0.638026 ,,,,
pic_2032493163,0.421003 ,,,,
pic_2032501083,0.336150 ,,,,
pic_2032505064,0.979208 ,,,,
pic_2032510502,0.975720 ,,,,
pic_2032513801,0.224410 ,,,,
pic_2032516313,0.268550 ,,,,
pic_2032517973,0.160827 ,,,,
pic_2032527222,0.400257 ,,,,
pic_2032568672,0.319440 ,,,,
pic_2032581922,0.131241 ,,,,
pic_2032597735,0.812484 ,,,,
pic_2032608223,0.977424 ,,,,
pic_2032627002,0.007868 ,,,,
pic_2032639954,0.420000 ,,,,
pic_2032658488,0.098250 ,,,,
pic_2032659817,0.114703 ,,,,
pic_2032670877,0.895279 ,,,,
pic_2032679982,0.901694 ,,,,
pic_2032690836,0.781565 ,,,,
pic_2032694712,0.992541 ,,,,
pic_2032706208,0.755655 ,,,,
pic_2032707917,0.535468 ,,,,
pic_2032712979,0.147785 ,,,,
pic_2032729092,0.222785 ,,,,
pic_2032757813,0.329572 ,,,,
pic_2032771225,0.098651 ,,,,
pic_2032800393,0.288167 ,,,,
pic_2032867232,0.003316 ,,,,
pic_2032879865,0.063239 ,,,,
pic_2032893879,0.653714 ,,,,
pic_2032914217,0.241014 ,,,,
pic_2032918765,0.622361 ,,,,
pic_2032920733,0.864916 ,,,,
pic_2032921988,0.021447 ,,,,
pic_2032926596,0.678833 ,,,,
pic_2032949795,0.003158 ,,,,
pic_2032990924,0.262218 ,,,,
pic_2032992129,0.160509 ,,,,
pic_2033008124,0.382695 ,,,,
pic_2033008304,0.460835 ,,,,
pic_2033082983,0.015210 ,,,,
pic_2033110797,0.655413 ,,,,
pic_2033113762,0.040242 ,,,,
pic_2033157169,0.219902 ,,,,
pic_2033159297,0.038220 ,,,,
pic_2033171646,0.069150 ,,,,
pic_2033189396,0.000098 ,,,,
pic_2033222574,0.354813 ,,,,
pic_2033231393,0.336048 ,,,,
pic_2033240951,0.362730 ,,,,
pic_2033250261,0.692459 ,,,,
pic_2033263479,0.894784 ,,,,
pic_2033285424,0.947863 ,,,,
pic_2033291637,0.191749 ,,,,
pic_2033291713,0.740435 ,,,,
pic_2033301709,0.982333 ,,,,
pic_2033317976,0.127268 ,,,,
pic_2033319416,0.349080 ,,,,
pic_2033320132,0.015879 ,,,,
pic_2033329189,0.025557 ,,,,
pic_2033369648,0.516235 ,,,,
pic_2033431824,0.270649 ,,,,
pic_2033434397,0.714538 ,,,,
pic_2033447369,0.012991 ,,,,
pic_2033449439,0.236475 ,,,,
pic_2033480704,0.001046 ,,,,
pic_2033485604,0.337338 ,,,,
pic_2033496973,0.171565 ,,,,
pic_2033545690,0.377988 ,,,,
pic_2033547162,0.023731 ,,,,
pic_2033554808,0.181251 ,,,,
pic_2033555112,0.667052 ,,,,
pic_2033571158,0.988732 ,,,,
pic_2033574721,0.042555 ,,,,
pic_2033602832,0.792765 ,,,,
pic_2033648022,0.729359 ,,,,
pic_2033648590,0.905206 ,,,,
pic_2033652331,0.898392 ,,,,
pic_2033664283,0.728713 ,,,,
pic_2033672502,0.199600 ,,,,
pic_2033714883,0.995476 ,,,,
pic_2033715625,0.172066 ,,,,
pic_2033728738,0.824030 ,,,,
pic_2033729108,0.743582 ,,,,
pic_2033731455,0.034215 ,,,,
pic_2033740387,0.006852 ,,,,
pic_2033759827,0.838910 ,,,,
pic_2033768266,0.990181 ,,,,
pic_2033802606,0.720972 ,,,,
pic_2033822611,0.004374 ,,,,
pic_2033844071,0.080384 ,,,,
pic_2033872527,0.414179 ,,,,
pic_2033874167,0.859220 ,,,,
pic_2033877612,0.012232 ,,,,
pic_2033889718,0.721628 ,,,,
pic_2033915552,0.109224 ,,,,
pic_2033918212,0.344254 ,,,,
pic_2033918808,0.754121 ,,,,
pic_2033942315,0.159353 ,,,,
pic_2033959575,0.001455 ,,,,
pic_2033982684,0.049928 ,,,,
pic_2033986323,0.014441 ,,,,
pic_2034005398,0.000224 ,,,,
pic_2034023933,0.634109 ,,,,
pic_2034071356,0.854865 ,,,,
pic_2034072461,0.134754 ,,,,
pic_2034101897,0.059968 ,,,,
pic_2034127704,0.870708 ,,,,
pic_2034137805,0.459242 ,,,,
pic_2034154284,0.498263 ,,,,
pic_2034177461,0.264559 ,,,,
pic_2034178738,0.579295 ,,,,
pic_2034190835,0.827667 ,,,,
pic_2034194908,0.400152 ,,,,
pic_2034202585,0.694309 ,,,,
pic_2034207075,0.709076 ,,,,
pic_2034219771,0.064950 ,,,,
pic_2034227386,0.033200 ,,,,
pic_2034247985,0.954342 ,,,,
pic_2034262507,0.162188 ,,,,
pic_2034276336,0.536794 ,,,,
pic_2034293513,0.690597 ,,,,
pic_2034302876,0.757591 ,,,,
pic_2034306143,0.007735 ,,,,
pic_2034307243,0.520433 ,,,,
pic_2034316024,0.455518 ,,,,
pic_2034334707,0.000830 ,,,,
pic_2034342309,0.976814 ,,,,
pic_2034352466,0.912510 ,,,,
pic_2034427578,0.353543 ,,,,
pic_2034455326,0.417864 ,,,,
pic_2034457292,0.016460 ,,,,
pic_2034471368,0.128436 ,,,,
pic_2034500068,0.989764 ,,,,
pic_2034513546,0.323022 ,,,,
pic_2034533165,0.931133 ,,,,
pic_2034535424,0.881121 ,,,,
pic_2034539837,0.299101 ,,,,
pic_2034548532,0.059196 ,,,,
pic_2034617426,0.894048 ,,,,
pic_2034635181,0.124203 ,,,,
pic_2034650414,0.659339 ,,,,
pic_2034655100,0.980756 ,,,,
pic_2034677179,0.968599 ,,,,
pic_2034682119,0.236415 ,,,,
pic_2034690333,0.626567 ,,,,
pic_2034711557,0.000685 ,,,,
pic_2034729986,0.650703 ,,,,
pic_2034737051,0.542514 ,,,,
pic_2034765277,0.004756 ,,,,
pic_2034790266,0.040795 ,,,,
pic_2034804495,0.024697 ,,,,
pic_2034805686,0.008132 ,,,,
pic_2034809848,0.523891 ,,,,
pic_2034829514,0.005334 ,,,,
pic_2034851908,0.454825 ,,,,
pic_2034858746,0.001755 ,,,,
pic_2034886065,0.948063 ,,,,
pic_2034891295,0.000961 ,,,,
pic_2034987991,0.008933 ,,,,
pic_2035028529,0.898156 ,,,,
pic_2035036647,0.892771 ,,,,
pic_2035043715,0.477240 ,,,,
pic_2035090591,0.004644 ,,,,
pic_2035098611,0.831786 ,,,,
pic_2035112283,0.113664 ,,,,
pic_2035117518,0.786694 ,,,,
pic_2035131744,0.015359 ,,,,
pic_2035186250,0.842536 ,,,,
pic_2035237275,0.977635 ,,,,
pic_2035238366,0.939016 ,,,,
pic_2035244155,0.979087 ,,,,
